Z     age    Bmag   Vmag  
0.015 7.100   9.321  7.957
0.015 7.100   6.186  5.270
0.015 7.100   8.354  7.095
0.015 7.100   6.000  5.113
0.015 7.100   0.283  0.405
0.015 7.100  -1.099 -0.910
0.015 7.100   7.829  6.638
0.015 7.100   5.539  4.726
0.015 7.100   2.138  2.057
0.015 7.100   6.994  5.939
0.015 7.100   7.485  6.346
0.015 7.100   2.857  2.584
0.015 7.100   8.088  6.861
0.015 7.100   4.712  4.027
0.015 7.100   3.898  3.345
0.015 7.100   8.069  6.845
0.015 7.100   3.356  2.915
0.015 7.100   8.226  6.982
0.015 7.100   1.786  1.770
0.015 7.100   2.392  2.229
0.015 7.100   1.477  1.506
0.015 7.100   1.273  1.326
0.015 7.100   4.558  3.897
0.015 7.100   2.511  2.315
0.015 7.100   0.128  0.258
0.015 7.100   3.234  2.898
0.015 7.100   3.256  2.910
0.015 7.100   8.613  7.323
0.015 7.100   6.130  5.223
0.015 7.100   5.030  4.296
0.015 7.100   6.338  5.396
0.015 7.100   5.800  4.946
0.015 7.100   0.789  0.881
0.015 7.100   0.501  0.611
0.015 7.100   2.162  2.074
0.015 7.100   8.055  6.832
0.015 7.100   1.242  1.298
0.015 7.100   7.818  6.628
0.015 7.100   2.830  2.563
0.015 7.100   7.513  6.370
0.015 7.100   1.617  1.627
0.015 7.100   7.977  6.765
0.015 7.100   7.746  6.567
0.015 7.100   2.700  2.460
0.015 7.100   3.136  2.759
0.015 7.100   3.283  2.937
0.015 7.100   8.475  7.203
0.015 7.100   3.142  2.761
0.015 7.100   1.666  1.669
0.015 7.100   8.020  6.802
0.015 7.100   5.868  5.003
0.015 7.100   3.123  2.756
0.015 7.100   6.947  5.900
0.015 7.100  -0.988 -0.805
0.015 7.100   8.427  7.161
0.015 7.100   6.167  5.254
0.015 7.100   8.372  7.112
0.015 7.100   6.772  5.756
0.015 7.100   1.328  1.376
0.015 7.100   0.192  0.318
0.015 7.100   2.146  2.062
0.015 7.100   8.616  7.325
0.015 7.100   8.366  7.106
0.015 7.100   3.220  2.885
0.015 7.100   8.158  6.922
0.015 7.100   8.177  6.939
0.015 7.100   8.528  7.251
0.015 7.100   7.425  6.296
0.015 7.100   7.823  6.633
0.015 7.100   0.090  0.222
0.015 7.100  -0.419 -0.262
0.015 7.100   9.355  7.990
0.015 7.100  -1.023 -0.839
0.015 7.100   9.173  7.817
0.015 7.100   8.562  7.279
0.015 7.100   6.356  5.411
0.015 7.100   8.079  6.853
0.015 7.100   4.426  3.786
0.015 7.100   6.331  5.391
0.015 7.100   7.622  6.462
0.015 7.100   8.247  7.001
0.015 7.100   9.047  7.702
0.015 7.100   5.077  4.336
0.015 7.100   7.357  6.240
0.015 7.100   7.263  6.162
0.015 7.100  -1.332 -1.134
0.015 7.100   9.177  7.821
0.015 7.100   7.477  6.340
0.015 7.100   2.293  2.162
0.015 7.100   6.926  5.883
0.015 7.100   4.290  3.671
0.015 7.100   3.501  3.024
0.015 7.100   2.209  2.109
0.015 7.100   8.420  7.155
0.015 7.100   7.277  6.173
0.015 7.100   9.105  7.754
0.015 7.100   1.433  1.468
0.015 7.100   3.295  2.868
0.015 7.100   8.523  7.246
0.015 7.100   7.743  6.564
0.015 7.100  -3.317 -3.051
0.015 7.100   8.248  7.001
0.015 7.100   2.224  2.118
0.015 7.100   3.289  2.942
0.015 7.100   0.569  0.675
0.015 7.100   8.077  6.851
0.015 7.100   5.287  4.513
0.015 7.100   7.310  6.201
0.015 7.100   6.186  5.269
0.015 7.100   9.190  7.833
0.015 7.100   6.625  5.634
0.015 7.100   9.267  7.905
0.015 7.100   3.133  2.759
0.015 7.100   8.079  6.853
0.015 7.100   3.612  3.113
0.015 7.100   4.788  4.091
0.015 7.100   7.704  6.531
0.015 7.100   4.094  3.508
0.015 7.100   1.789  1.773
0.015 7.100   0.979  1.058
0.015 7.100   0.589  0.694
0.015 7.100   6.734  5.725
0.015 7.100   3.145  2.762
0.015 7.100   2.413  2.244
0.015 7.100   1.298  1.348
0.015 7.100   0.490  0.600
0.015 7.100   6.756  5.743
0.015 7.100   8.657  7.360
0.015 7.100   7.823  6.633
0.015 7.100   1.914  1.877
0.015 7.100   8.585  7.299
0.015 7.100   0.929  1.012
0.015 7.100   1.980  1.931
0.015 7.100   7.770  6.587
0.015 7.100   3.316  2.884
0.015 7.100   7.055  5.989
0.015 7.100   3.940  3.380
0.015 7.100  -0.796 -0.622
0.015 7.100   8.526  7.248
0.015 7.100   7.999  6.784
0.015 7.100   8.408  7.143
0.015 7.100   5.844  4.983
0.015 7.100   0.739  0.835
0.015 7.100   6.048  5.154
0.015 7.100  -1.211 -1.018
0.015 7.100   0.803  0.894
0.015 7.100   8.493  7.220
0.015 7.100   3.281  2.857
0.015 7.100   7.378  6.257
0.015 7.100   8.257  7.010
0.015 7.100   2.488  2.298
0.015 7.100   0.132  0.261
0.015 7.100   2.150  2.066
0.015 7.100   1.444  1.478
0.015 7.100   4.322  3.699
0.015 7.100   8.436  7.168
0.015 7.100   7.582  6.428
0.015 7.100   0.911  0.995
0.015 7.100   6.792  5.772
0.015 7.100   4.823  4.120
0.015 7.100   9.050  7.704
0.015 7.100   6.724  5.716
0.015 7.100   6.590  5.605
0.015 7.100   2.214  2.112
0.015 7.100   6.983  5.930
0.015 7.100   9.103  7.752
0.015 7.100   8.912  7.579
0.015 7.100   0.845  0.933
0.015 7.100   1.672  1.674
0.015 7.100   8.232  6.988
0.015 7.100   8.244  6.998
0.015 7.100   7.036  5.973
0.015 7.100  -0.555 -0.391
0.015 7.100   1.120  1.188
0.015 7.100   8.107  6.878
0.015 7.100   8.456  7.186
0.015 7.100   4.363  3.733
0.015 7.100   4.037  3.460
0.015 7.100   7.645  6.481
0.015 7.100   7.810  6.622
0.015 7.100   7.903  6.701
0.015 7.100   8.432  7.165
0.015 7.100   0.376  0.492
0.015 7.100   2.639  2.412
0.015 7.100   8.347  7.089
0.015 7.100   1.174  1.236
0.015 7.100   6.813  5.790
0.015 7.100   3.167  2.774
0.015 7.100   5.334  4.553
0.015 7.100   0.622  0.725
0.015 7.100   8.483  7.211
0.015 7.100   7.822  6.632
0.015 7.100   7.351  6.235
0.015 7.100   7.056  5.990
0.015 7.100   3.189  2.859
0.015 7.100   6.837  5.810
0.015 7.100  -1.839 -1.624
0.015 7.100  -0.749 -0.577
0.015 7.100   8.013  6.797
0.015 7.100   1.472  1.502
0.015 7.100   0.297  0.418
0.015 7.100  -2.639 -2.404
0.015 7.100   5.623  4.797
0.015 7.100   6.487  5.519
0.015 7.100   2.048  1.987
0.015 7.100   7.763  6.582
0.015 7.100  -4.834 -4.581
0.015 7.100   4.355  3.726
0.015 7.100   7.532  6.386
0.015 7.100   1.669  1.671
0.015 7.100   9.221  7.863
0.015 7.100   1.517  1.541
0.015 7.100   4.421  3.781
0.015 7.100   8.014  6.797
0.015 7.100   2.216  2.113
0.015 7.100  -1.364 -1.166
0.015 7.100   4.067  3.486
0.015 7.100   8.846  7.522
0.015 7.100   1.746  1.737
0.015 7.100   5.950  5.071
0.015 7.100   6.256  5.328
0.015 7.100   0.716  0.813
0.015 7.100   6.796  5.776
0.015 7.100   3.921  3.364
0.015 7.100   8.015  6.798
0.015 7.100   5.590  4.769
0.015 7.100   0.196  0.322
0.015 7.100  -0.295 -0.144
0.015 7.100   7.517  6.373
0.015 7.100   6.664  5.667
0.015 7.100   8.422  7.156
0.015 7.100   4.802  4.103
0.015 7.100   0.790  0.882
0.015 7.100   2.315  2.176
0.015 7.100   0.947  1.028
0.015 7.100   4.411  3.773
0.015 7.100  -0.208 -0.061
0.015 7.100   7.853  6.658
0.015 7.100   0.520  0.629
0.015 7.100   2.866  2.592
0.015 7.100   1.462  1.494
0.015 7.100   5.899  5.029
0.015 7.100   1.688  1.688
0.015 7.100   8.290  7.038
0.015 7.100   8.541  7.261
0.015 7.100  -1.386 -1.186
0.015 7.100   5.270  4.498
0.015 7.100   3.652  3.145
0.015 7.100   8.362  7.103
0.015 7.100   4.844  4.139
0.015 7.100   8.215  6.972
0.015 7.100   0.318  0.438
0.015 7.100   7.513  6.370
0.015 7.100  -0.802 -0.627
0.015 7.100   8.034  6.815
0.015 7.100   8.447  7.178
0.015 7.100   3.285  2.938
0.015 7.100   1.560  1.578
0.015 7.100   6.682  5.681
0.015 7.100  -0.013  0.124
0.015 7.100   5.685  4.849
0.015 7.100   7.331  6.218
0.015 7.100   7.772  6.589
0.015 7.100   8.300  7.047
0.015 7.100   1.368  1.411
0.015 7.100   5.162  4.408
0.015 7.100   7.471  6.335
0.015 7.100   1.127  1.194
0.015 7.100   8.051  6.829
0.015 7.100   7.307  6.198
0.015 7.100   1.304  1.353
0.015 7.100   2.417  2.247
0.015 7.100   6.677  5.677
0.015 7.100   6.103  5.200
0.015 7.100   8.731  7.423
0.015 7.100   5.968  5.087
0.015 7.100   5.657  4.825
0.015 7.100   3.418  2.963
0.015 7.100   6.389  5.438
0.015 7.100   8.395  7.132
0.015 7.100   7.175  6.089
0.015 7.100   5.748  4.902
0.015 7.100   1.702  1.699
0.015 7.100   6.260  5.331
0.015 7.100   8.289  7.037
0.015 7.100   6.258  5.329
0.015 7.100   5.726  4.883
0.015 7.100   4.746  4.056
0.015 7.100   8.762  7.449
0.015 7.100   3.019  2.718
0.015 7.100   8.468  7.198
0.015 7.100   8.170  6.933
0.015 7.100   2.292  2.162
0.015 7.100  -2.320 -2.091
0.015 7.100  -0.814 -0.639
0.015 7.100   8.141  6.907
0.015 7.100   0.670  0.769
0.015 7.100   1.730  1.723
0.015 7.100   7.522  6.378
0.015 7.100   3.304  2.875
0.015 7.100   2.365  2.210
0.015 7.100   8.879  7.550
0.015 7.100   5.395  4.604
0.015 7.100   3.125  2.756
0.015 7.100   0.958  1.039
0.015 7.100   8.603  7.315
0.015 7.100   5.399  4.607
0.015 7.100   8.134  6.901
0.015 7.100  -1.688 -1.478
0.015 7.100   3.191  2.790
0.015 7.100   8.312  7.058
0.015 7.100   0.029  0.164
0.015 7.100   1.216  1.274
0.015 7.100   1.141  1.207
0.015 7.100   7.321  6.210
0.015 7.100   2.089  2.019
0.015 7.100   5.259  4.490
0.015 7.100   0.062  0.195
0.015 7.100   8.429  7.162
0.015 7.100   8.513  7.237
0.015 7.100   6.090  5.189
0.015 7.100   3.284  2.937
0.015 7.100   7.194  6.104
0.015 7.100   7.435  6.305
0.015 7.100  -1.061 -0.875
0.015 7.100   1.758  1.747
0.015 7.100  -0.880 -0.701
0.015 7.100  -0.635 -0.468
0.015 7.100   3.264  2.923
0.015 7.100   4.479  3.831
0.015 7.100   7.275  6.172
0.015 7.100   1.719  1.714
0.015 7.100   6.585  5.601
0.015 7.100   8.112  6.882
0.015 7.100   3.652  3.145
0.015 7.100   1.952  1.908
0.015 7.100   0.295  0.416
0.015 7.100   8.981  7.642
0.015 7.100   6.449  5.488
0.015 7.100   8.402  7.138
0.015 7.100   7.552  6.403
0.015 7.100  -0.352 -0.198
0.015 7.100   3.128  2.775
0.015 7.100   5.756  4.908
0.015 7.100   8.988  7.648
0.015 7.100   8.646  7.351
0.015 7.100   8.238  6.993
0.015 7.100   1.593  1.606
0.015 7.100   4.952  4.230
0.015 7.100   1.539  1.560
0.015 7.100   3.228  2.892
0.015 7.100   2.944  2.656
0.015 7.100   5.418  4.623
0.015 7.100   0.571  0.677
0.015 7.100   5.126  4.377
0.015 7.100  -0.128  0.015
0.015 7.100   2.136  2.055
0.015 7.100   0.703  0.800
0.015 7.100   8.266  7.018
0.015 7.100   7.675  6.507
0.015 7.100  -2.493 -2.261
0.015 7.100   7.728  6.552
0.015 7.100   1.764  1.752
0.015 7.100   6.916  5.875
0.015 7.100   1.339  1.385
0.015 7.100   7.625  6.464
0.015 7.100   0.614  0.717
0.015 7.100   8.105  6.876
0.015 7.100   7.363  6.245
0.015 7.100   2.823  2.557
0.015 7.100  -0.544 -0.381
0.015 7.100   7.942  6.736
0.015 7.100   0.266  0.388
0.015 7.199   0.892  0.977
0.015 7.199   1.034  1.108
0.015 7.199   1.954  1.909
0.015 7.199   6.081  5.210
0.015 7.199   2.484  2.333
0.015 7.199   6.504  5.563
0.015 7.199   8.867  7.554
0.015 7.199   6.285  5.380
0.015 7.199   3.938  3.437
0.015 7.199   5.397  4.637
0.015 7.199   1.501  1.527
0.015 7.199   2.210  2.118
0.015 7.199   3.722  3.309
0.015 7.199   8.612  7.340
0.015 7.199   3.786  3.380
0.015 7.199   9.249  7.892
0.015 7.199   3.737  3.295
0.015 7.199   7.397  6.299
0.015 7.199   8.663  7.381
0.015 7.199   9.104  7.761
0.015 7.199   7.340  6.252
0.015 7.199   8.321  7.082
0.015 7.199   2.128  2.052
0.015 7.199   4.936  4.251
0.015 7.199   8.694  7.408
0.015 7.199   1.426  1.461
0.015 7.199  -0.015  0.121
0.015 7.199   5.358  4.605
0.015 7.199   3.781  3.377
0.015 7.199   2.214  2.122
0.015 7.199   8.225  6.999
0.015 7.199   8.003  6.808
0.015 7.199   3.710  3.284
0.015 7.199   3.170  2.856
0.015 7.199  -3.183 -2.946
0.015 7.199   6.516  5.572
0.015 7.199   1.738  1.729
0.015 7.199   8.139  6.925
0.015 7.199   9.069  7.730
0.015 7.199   8.440  7.187
0.015 7.199   0.715  0.811
0.015 7.199   6.171  5.285
0.015 7.199   7.719  6.567
0.015 7.199   3.775  3.372
0.015 7.199   8.124  6.912
0.015 7.199   2.198  2.108
0.015 7.199   7.127  6.076
0.015 7.199   4.454  3.852
0.015 7.199   0.280  0.401
0.015 7.199   5.426  4.661
0.015 7.199   0.280  0.401
0.015 7.199   3.783  3.379
0.015 7.199   1.182  1.243
0.015 7.199   9.096  7.753
0.015 7.199   8.765  7.468
0.015 7.199   8.136  6.923
0.015 7.199   8.413  7.163
0.015 7.199   4.978  4.287
0.015 7.199   7.712  6.561
0.015 7.199   0.067  0.198
0.015 7.199  -2.641 -2.410
0.015 7.199   4.568  3.945
0.015 7.199   2.540  2.374
0.015 7.199   8.097  6.889
0.015 7.199   0.335  0.453
0.015 7.199   7.461  6.352
0.015 7.199   7.884  6.707
0.015 7.199   0.563  0.668
0.015 7.199   3.776  3.373
0.015 7.199   1.882  1.850
0.015 7.199   7.984  6.792
0.015 7.199  -2.683 -2.451
0.015 7.199   8.490  7.232
0.015 7.199   3.745  3.299
0.015 7.199   8.255  7.025
0.015 7.199   8.737  7.444
0.015 7.199   6.955  5.935
0.015 7.199   1.619  1.629
0.015 7.199   2.416  2.282
0.015 7.199   6.988  5.962
0.015 7.199   3.763  3.354
0.015 7.199   2.570  2.395
0.015 7.199   0.495  0.604
0.015 7.199   5.810  4.984
0.015 7.199   3.704  3.284
0.015 7.199   0.407  0.520
0.015 7.199   7.779  6.618
0.015 7.199   0.088  0.219
0.015 7.199   7.810  6.644
0.015 7.199   3.706  3.290
0.015 7.199   3.925  3.427
0.015 7.199   8.902  7.585
0.015 7.199  -0.296 -0.146
0.015 7.199   9.136  7.790
0.015 7.199   8.457  7.202
0.015 7.199   0.935  1.017
0.015 7.199   2.846  2.603
0.015 7.199  -1.519 -1.317
0.015 7.199  -2.941 -2.706
0.015 7.199   4.051  3.526
0.015 7.199   8.149  6.933
0.015 7.199   6.079  5.208
0.015 7.199  -0.063  0.075
0.015 7.199   4.740  4.088
0.015 7.199   3.710  3.284
0.015 7.199   1.142  1.207
0.015 7.199   7.421  6.318
0.015 7.199   4.900  4.221
0.015 7.199   7.122  6.072
0.015 7.199   3.789  3.383
0.015 7.199   2.655  2.458
0.015 7.199   5.517  4.737
0.015 7.199   8.833  7.526
0.015 7.199   2.528  2.365
0.015 7.199  -0.898 -0.720
0.015 7.199   2.925  2.663
0.015 7.199   0.883  0.968
0.015 7.199   7.141  6.088
0.015 7.199  -1.146 -0.958
0.015 7.199   7.739  6.584
0.015 7.199   1.380  1.421
0.015 7.199   8.153  6.937
0.015 7.199   8.989  7.659
0.015 7.199   3.712  3.285
0.015 7.199   5.871  5.034
0.015 7.199   5.583  4.793
0.015 7.199   5.020  4.322
0.015 7.199   3.464  3.101
0.015 7.199   8.746  7.452
0.015 7.199   8.740  7.447
0.015 7.199   7.885  6.708
0.015 7.199   1.768  1.755
0.015 7.199  -0.210 -0.065
0.015 7.199   4.194  3.639
0.015 7.199  -0.947 -0.767
0.015 7.199   0.079  0.210
0.015 7.199   2.713  2.502
0.015 7.199   2.303  2.192
0.015 7.199   7.582  6.453
0.015 7.199   9.257  7.900
0.015 7.199  -1.380 -1.183
0.015 7.199   5.737  4.922
0.015 7.199   7.846  6.675
0.015 7.199   2.649  2.453
0.015 7.199   8.824  7.518
0.015 7.199   2.083  2.016
0.015 7.199   2.491  2.337
0.015 7.199   7.638  6.500
0.015 7.199   1.435  1.469
0.015 7.199   8.450  7.196
0.015 7.199   9.038  7.701
0.015 7.199   3.739  3.329
0.015 7.199   7.472  6.361
0.015 7.199   8.093  6.885
0.015 7.199   0.534  0.641
0.015 7.199   4.684  4.041
0.015 7.199   6.841  5.841
0.015 7.199   3.739  3.296
0.015 7.199   5.185  4.460
0.015 7.199   5.439  4.673
0.015 7.199   8.305  7.068
0.015 7.199   3.783  3.375
0.015 7.199   3.847  3.367
0.015 7.199   8.545  7.280
0.015 7.199   0.954  1.034
0.015 7.199   7.915  6.733
0.015 7.199   9.156  7.808
0.015 7.199  -5.973 -6.860
0.015 7.199   1.970  1.922
0.015 7.199   8.211  6.987
0.015 7.199   0.359  0.475
0.015 7.199   0.397  0.511
0.015 7.199   7.807  6.642
0.015 7.199   4.612  3.981
0.015 7.199   3.704  3.284
0.015 7.199   7.749  6.592
0.015 7.199   6.576  5.622
0.015 7.199   6.468  5.533
0.015 7.199   5.282  4.541
0.015 7.199   5.592  4.800
0.015 7.199   0.791  0.883
0.015 7.199   3.743  3.298
0.015 7.199   2.277  2.172
0.015 7.199   9.180  7.830
0.015 7.199   2.329  2.213
0.015 7.199   3.399  3.045
0.015 7.199   8.489  7.231
0.015 7.199   0.358  0.475
0.015 7.199   7.180  6.120
0.015 7.199   1.459  1.490
0.015 7.199   8.079  6.873
0.015 7.199   0.623  0.725
0.015 7.199   0.356  0.473
0.015 7.199   3.782  3.374
0.015 7.199   4.921  4.239
0.015 7.199   8.898  7.581
0.015 7.199   8.340  7.098
0.015 7.199   6.989  5.963
0.015 7.199   8.361  7.117
0.015 7.199   4.476  3.870
0.015 7.199   8.512  7.251
0.015 7.199   4.888  4.211
0.015 7.199  -0.675 -0.507
0.015 7.199   1.081  1.151
0.015 7.199   8.021  6.823
0.015 7.199   1.729  1.722
0.015 7.199   1.234  1.291
0.015 7.199   8.475  7.218
0.015 7.199   1.673  1.674
0.015 7.199   6.499  5.558
0.015 7.199   5.518  4.739
0.015 7.199   0.788  0.880
0.015 7.199   3.751  3.341
0.015 7.199   4.987  4.294
0.015 7.199   8.154  6.937
0.015 7.199   8.434  7.181
0.015 7.199   2.825  2.587
0.015 7.199  -4.441 -4.217
0.015 7.199   9.312  7.952
0.015 7.199   2.909  2.651
0.015 7.199  -0.117  0.024
0.015 7.199   8.014  6.817
0.015 7.199   0.791  0.882
0.015 7.199   8.160  6.943
0.015 7.199   3.930  3.431
0.015 7.199   3.898  3.405
0.015 7.199   7.256  6.183
0.015 7.199   0.497  0.606
0.015 7.199   8.832  7.524
0.015 7.199   6.966  5.944
0.015 7.199   2.067  2.002
0.015 7.199   0.578  0.682
0.015 7.199   1.629  1.637
0.015 7.199   1.680  1.680
0.015 7.199   3.789  3.384
0.015 7.199   1.311  1.359
0.015 7.199   2.295  2.186
0.015 7.199   7.275  6.198
0.015 7.199   6.446  5.515
0.015 7.199   3.784  3.376
0.015 7.199   1.842  1.816
0.015 7.199   7.498  6.382
0.015 7.199   9.086  7.745
0.015 7.199  -1.665 -1.458
0.015 7.199   3.706  3.312
0.015 7.199   1.804  1.785
0.015 7.199   4.412  3.817
0.015 7.199   6.716  5.738
0.015 7.199   8.048  6.846
0.015 7.199   2.486  2.334
0.015 7.199   8.173  6.954
0.015 7.199   7.068  6.028
0.015 7.199   5.368  4.613
0.015 7.199   6.760  5.774
0.015 7.199   1.152  1.216
0.015 7.199  -0.005  0.130
0.015 7.199   9.212  7.859
0.015 7.199   7.618  6.483
0.015 7.199   3.787  3.381
0.015 7.199   8.520  7.258
0.015 7.199   1.901  1.865
0.015 7.199   8.558  7.292
0.015 7.199   3.788  3.383
0.015 7.199   8.336  7.094
0.015 7.199   3.726  3.291
0.015 7.199   5.836  5.005
0.015 7.199   8.957  7.632
0.015 7.199   6.435  5.505
0.015 7.199   1.008  1.085
0.015 7.199   5.955  5.105
0.015 7.199   4.528  3.913
0.015 7.199   3.560  3.184
0.015 7.199   7.832  6.663
0.015 7.199   8.533  7.269
0.015 7.199   8.483  7.225
0.015 7.199   8.976  7.648
0.015 7.199   8.094  6.886
0.015 7.199   7.341  6.253
0.015 7.199  -0.535 -0.374
0.015 7.199   8.231  7.005
0.015 7.199   4.932  4.248
0.015 7.199   6.816  5.821
0.015 7.199   8.311  7.073
0.015 7.199   7.820  6.653
0.015 7.199   0.138  0.266
0.015 7.199   8.359  7.115
0.015 7.199   0.964  1.043
0.015 7.199   1.390  1.430
0.015 7.199  -0.406 -0.251
0.015 7.199   2.685  2.480
0.015 7.199  -0.583 -0.420
0.015 7.199   6.344  5.430
0.015 7.199   5.967  5.115
0.015 7.199   7.990  6.797
0.015 7.199   3.934  3.434
0.015 7.199   9.302  7.943
0.015 7.199   1.268  1.321
0.015 7.199   1.115  1.182
0.015 7.199   3.950  3.446
0.015 7.199   2.376  2.250
0.015 7.199   3.743  3.298
0.015 7.199   6.623  5.661
0.015 7.199   2.017  1.961
0.015 7.199   2.300  2.190
0.015 7.199   8.568  7.301
0.015 7.199   1.839  1.814
0.015 7.199   8.313  7.075
0.015 7.199   6.941  5.924
0.015 7.199   8.651  7.372
0.015 7.199   9.084  7.743
0.015 7.199   9.280  7.921
0.015 7.199   1.118  1.186
0.015 7.199   0.304  0.423
0.015 7.199   8.768  7.470
0.015 7.199   6.412  5.487
0.015 7.199   5.707  4.897
0.015 7.199   8.094  6.886
0.015 7.199   1.053  1.126
0.015 7.199   8.181  6.961
0.015 7.199   9.232  7.876
0.015 7.199  -1.748 -1.538
0.015 7.199   7.049  6.012
0.015 7.199   2.636  2.443
0.015 7.199   4.930  4.246
0.015 7.199   3.735  3.295
0.015 7.199   0.463  0.574
0.015 7.199   7.928  6.744
0.015 7.199   2.335  2.217
0.015 7.199   6.649  5.682
0.015 7.199  -2.378 -2.151
0.015 7.199   8.150  6.934
0.015 7.199   3.706  3.282
0.015 7.199   8.829  7.522
0.015 7.199   6.864  5.860
0.015 7.199   0.429  0.541
0.015 7.199   1.503  1.529
0.015 7.199   6.611  5.650
0.015 7.199   8.360  7.115
0.015 7.199  -0.198 -0.053
0.015 7.199   9.338  7.976
0.015 7.199   3.786  3.379
0.015 7.199   8.095  6.887
0.015 7.199  -0.523 -0.363
0.015 7.199   2.891  2.637
0.015 7.199   8.310  7.073
0.015 7.199   3.756  3.346
0.015 7.199   5.976  5.122
0.015 7.199   3.737  3.295
0.015 7.199   6.425  5.497
0.015 7.199   7.073  6.032
0.015 7.199   7.536  6.414
0.015 7.199   9.023  7.689
0.015 7.199   8.941  7.618
0.015 7.199   6.995  5.968
0.015 7.199   4.140  3.596
0.015 7.199   1.754  1.743
0.015 7.199  -1.902 -1.687
0.015 7.199   2.919  2.659
0.015 7.199   1.131  1.197
0.015 7.199   2.781  2.553
0.015 7.199   1.413  1.450
0.015 7.199   3.787  3.381
0.015 7.199   8.569  7.301
0.015 7.199   2.083  2.015
0.015 7.199   7.000  5.972
0.015 7.199   8.472  7.215
0.015 7.199   2.129  2.053
0.015 7.199   8.251  7.021
0.015 7.199   8.292  7.056
0.015 7.199   7.263  6.188
0.015 7.199   8.178  6.958
0.015 7.199   8.669  7.386
0.015 7.199   1.963  1.917
0.015 7.199   5.084  4.375
0.015 7.199   6.107  5.231
