Z     age    Bmag   Vmag  
0.015 8.199   7.446  6.502
0.015 8.199   6.996  6.125
0.015 8.199   2.808  2.589
0.015 8.199   5.048  4.487
0.015 8.199   1.758  1.727
0.015 8.199   7.640  6.664
0.015 8.199   1.210  1.245
0.015 8.199   8.703  7.533
0.015 8.199  -1.141 -1.025
0.015 8.199   3.524  3.183
0.015 8.199   5.992  5.280
0.015 8.199   3.194  2.907
0.015 8.199   2.391  2.252
0.015 8.199   6.878  6.026
0.015 8.199   6.030  5.312
0.015 8.199   5.168  4.588
0.015 8.199   8.591  7.442
0.015 8.199   7.087  6.202
0.015 8.199   7.712  6.723
0.015 8.199   8.943  7.732
0.015 8.199   8.687  7.520
0.015 8.199   8.428  7.309
0.015 8.199   5.611  4.959
0.015 8.199   4.242  3.801
0.015 8.199   7.560  6.597
0.015 8.199   4.426  3.959
0.015 8.199   4.204  3.768
0.015 8.199   2.136  2.045
0.015 8.199   8.511  7.376
0.015 8.199   4.641  4.141
0.015 8.199   6.476  5.687
0.015 8.199   6.985  6.116
0.015 8.199   3.202  2.913
0.015 8.199   2.390  2.251
0.015 8.199  -1.154 -1.038
0.015 8.199  -0.215 -0.106
0.015 8.199   3.588  3.237
0.015 8.199   4.685  4.179
0.015 8.199   7.248  6.337
0.015 8.199   6.709  5.884
0.015 8.199   4.027  3.615
0.015 8.199   9.259  7.997
0.015 8.199   6.323  5.558
0.015 8.199   7.166  6.268
0.015 8.199  -0.488 -0.373
0.015 8.199   7.326  6.402
0.015 8.199   1.196  1.231
0.015 8.199   8.713  7.542
0.015 8.199   6.614  5.803
0.015 8.199   6.966  6.101
0.015 8.199   7.931  6.905
0.015 8.199   3.136  2.859
0.015 8.199   1.841  1.798
0.015 8.199   5.601  4.951
0.015 8.199   0.264  0.358
0.015 8.199   9.099  7.863
0.015 8.199   1.783  1.749
0.015 8.199   7.900  6.879
0.015 8.199   5.407  4.788
0.015 8.199   2.834  2.611
0.015 8.199   1.005  1.057
0.015 8.199   8.043  6.997
0.015 8.199   5.014  4.458
0.015 8.199   4.358  3.901
0.015 8.199   0.761  0.831
0.015 8.199   3.792  3.413
0.015 8.199   3.879  3.487
0.015 8.199   1.128  1.170
0.015 8.199  -0.864 -0.746
0.015 8.199   1.023  1.074
0.015 8.199   5.711  5.043
0.015 8.199   8.220  7.141
0.015 8.199   9.253  7.993
0.015 8.199   4.224  3.785
0.015 8.199   6.003  5.289
0.015 8.199   5.884  5.188
0.015 8.199   2.634  2.447
0.015 8.199   8.904  7.700
0.015 8.199   6.404  5.626
0.015 8.199   3.789  3.410
0.015 8.199   5.622  4.968
0.015 8.199   3.279  2.978
0.015 8.199   5.010  4.454
0.015 8.199   4.437  3.968
0.015 8.199   5.288  4.689
0.015 8.199   7.293  6.375
0.015 8.199   7.264  6.350
0.015 8.199   1.322  1.345
0.015 8.199   2.573  2.398
0.015 8.199   7.831  6.822
0.015 8.199   3.656  3.296
0.015 8.199   4.584  4.093
0.015 8.199   7.271  6.356
0.015 8.199   6.283  5.524
0.015 8.199   8.222  7.142
0.015 8.199   6.111  5.380
0.015 8.199   8.161  7.093
0.015 8.199   9.206  7.953
0.015 8.199   8.960  7.746
0.015 8.199   7.354  6.425
0.015 8.199   5.618  4.965
0.015 8.199   7.751  6.756
0.015 8.199   7.324  6.401
0.015 8.199   9.171  7.923
0.015 8.199   1.063  1.110
0.015 8.199   5.952  5.246
0.015 8.199   3.918  3.521
0.015 8.199   7.263  6.350
0.015 8.199   8.172  7.102
0.015 8.199   4.645  4.145
0.015 8.199   7.722  6.731
0.015 8.199   9.106  7.869
0.015 8.199   8.417  7.300
0.015 8.199   7.985  6.950
0.015 8.199   4.706  4.196
0.015 8.199  -1.010 -0.893
0.015 8.199   2.856  2.628
0.015 8.199   0.382  0.472
0.015 8.199   6.225  5.475
0.015 8.199   0.857  0.921
0.015 8.199   0.162  0.260
0.015 8.199   8.591  7.442
0.015 8.199   6.434  5.651
0.015 8.199   6.902  6.047
0.015 8.199   1.871  1.824
0.015 8.199   6.298  5.537
0.015 8.199   4.936  4.392
0.015 8.199   8.360  7.254
0.015 8.199   7.363  6.433
0.015 8.199   7.498  6.545
0.015 8.199   1.213  1.247
0.015 8.199   2.867  2.637
0.015 8.199   7.643  6.666
0.015 8.199   5.839  5.151
0.015 8.199   7.549  6.588
0.015 8.199   1.762  1.731
0.015 8.199   8.963  7.749
0.015 8.199   4.110  3.687
0.015 8.199   3.036  2.776
0.015 8.199   0.945  1.002
0.015 8.199   8.503  7.370
0.015 8.199   8.232  7.151
0.015 8.199   2.222  2.115
0.015 8.199   5.128  4.554
0.015 8.199   3.012  2.756
0.015 8.199   6.657  5.840
0.015 8.199   6.932  6.072
0.015 8.199  -0.304 -0.192
0.015 8.199   7.925  6.901
0.015 8.199   2.211  2.106
0.015 8.199   2.437  2.289
0.015 8.199   5.621  4.967
0.015 8.199   4.500  4.022
0.015 8.199   1.266  1.295
0.015 8.199   4.048  3.633
0.015 8.199   4.118  3.693
0.015 8.199   6.577  5.772
0.015 8.199   1.924  1.869
0.015 8.199   5.033  4.474
0.015 8.199   7.807  6.803
0.015 8.199   1.601  1.592
0.015 8.199   6.229  5.479
0.015 8.199   4.673  4.168
0.015 8.199   2.916  2.678
0.015 8.199   7.676  6.693
0.015 8.199   2.645  2.456
0.015 8.199   4.995  4.441
0.015 8.199   5.145  4.569
0.015 8.199   9.023  7.799
0.015 8.199   5.672  5.010
0.015 8.199   6.827  5.983
0.015 8.199   8.925  7.717
0.015 8.199  -0.152 -0.044
0.015 8.199   7.809  6.804
0.015 8.199   7.241  6.331
0.015 8.199   6.173  5.433
0.015 8.199  -0.937 -0.819
0.015 8.199   8.723  7.550
0.015 8.199   5.921  5.220
0.015 8.199   4.297  3.848
0.015 8.199   6.714  5.887
0.015 8.199   6.578  5.772
0.015 8.199   3.306  3.000
0.015 8.199   3.647  3.288
0.015 8.199   6.146  5.409
0.015 8.199   4.740  4.226
0.015 8.199   9.167  7.919
0.015 8.199  -1.232 -2.249
0.015 8.199   5.496  4.863
0.015 8.199   8.508  7.375
0.015 8.199   2.141  2.049
0.015 8.199   4.253  3.811
0.015 8.199   6.750  5.919
0.015 8.199   6.533  5.735
0.015 8.199   8.361  7.255
0.015 8.199   9.058  7.828
0.015 8.199   1.390  1.406
0.015 8.199   5.656  4.997
0.015 8.199  -0.717 -0.600
0.015 8.199   5.635  4.979
0.015 8.199   7.444  6.500
0.015 8.199   0.422  0.510
0.015 8.199   1.654  1.638
0.015 8.199   5.771  5.093
0.015 8.199   6.920  6.061
0.015 8.199   9.138  7.895
0.015 8.199   0.698  0.771
0.015 8.199   2.820  2.598
0.015 8.199   3.313  3.006
0.015 8.199   4.131  3.705
0.015 8.199   6.971  6.105
0.015 8.199   4.889  4.352
0.015 8.199   4.172  3.740
0.015 8.199   8.153  7.086
0.015 8.199   2.503  2.342
0.015 8.199   9.250  7.990
0.015 8.199   1.203  1.238
0.015 8.199   5.428  4.807
0.015 8.199   4.545  4.060
0.015 8.199   3.274  2.973
0.015 8.199   1.292  1.318
0.015 8.199   0.643  0.720
0.015 8.199   7.056  6.176
0.015 8.199   7.904  6.883
0.015 8.199   8.957  7.744
0.015 8.199   2.252  2.140
0.015 8.199   2.560  2.388
0.015 8.199   6.410  5.631
0.015 8.199   0.215  0.311
0.015 8.199   2.921  2.681
0.015 8.199   6.137  5.402
0.015 8.199   6.601  5.792
0.015 8.199   8.108  7.050
0.015 8.199   6.869  6.019
0.015 8.199   4.930  4.386
0.015 8.199   0.364  0.454
0.015 8.199   6.084  5.358
0.015 8.199   1.272  1.301
0.015 8.199  -1.520 -1.411
0.015 8.199   4.539  4.055
0.015 8.199   4.047  3.632
0.015 8.199   5.751  5.077
0.015 8.199   2.140  2.049
0.015 8.199   7.371  6.440
0.015 8.199   4.075  3.656
0.015 8.199   1.756  1.726
0.015 8.199   7.473  6.525
0.015 8.199   1.488  1.492
0.015 8.199   9.111  7.873
0.015 8.199   8.760  7.580
0.015 8.199   8.254  7.169
0.015 8.199   1.795  1.759
0.015 8.199   6.642  5.827
0.015 8.199   6.930  6.070
0.015 8.199   3.396  3.075
0.015 8.199   8.849  7.654
0.015 8.199   8.659  7.497
0.015 8.199   5.414  4.795
0.015 8.199   6.113  5.382
0.015 8.199   6.384  5.609
0.015 8.199   7.305  6.385
0.015 8.199   7.795  6.792
0.015 8.199   8.764  7.583
0.015 8.199   8.200  7.125
0.015 8.199   6.234  5.483
0.015 8.199   7.154  6.258
0.015 8.199   3.943  3.543
0.015 8.199   6.778  5.942
0.015 8.199   0.921  0.980
0.015 8.199   7.712  6.723
0.015 8.199   3.425  3.099
0.015 8.199   6.257  5.503
0.015 8.199   3.292  2.988
0.015 8.199   7.214  6.308
0.015 8.199   5.759  5.084
0.015 8.199   7.394  6.459
0.015 8.199   3.970  3.566
0.015 8.199   9.074  7.842
0.015 8.199   8.637  7.479
0.015 8.199   8.384  7.274
0.015 8.199   5.076  4.510
0.015 8.199   0.247  0.341
0.015 8.199   5.673  5.011
0.015 8.199   2.919  2.680
0.015 8.199   8.369  7.262
0.015 8.199   1.849  1.805
0.015 8.199   4.153  3.724
0.015 8.199   2.957  2.711
0.015 8.199   1.322  1.346
0.015 8.199   7.598  6.629
0.015 8.199   3.808  3.427
0.015 8.199   8.025  6.983
0.015 8.199   5.175  4.593
0.015 8.199  -1.298 -2.328
0.015 8.199   4.537  4.053
0.015 8.199   1.957  1.896
0.015 8.199   6.484  5.693
0.015 8.199   2.241  2.131
0.015 8.199   3.578  3.229
0.015 8.199   2.357  2.224
0.015 8.199   3.304  2.999
0.015 8.199   0.675  0.750
0.015 8.199  -1.504 -1.395
0.015 8.199   3.047  2.785
0.015 8.199   4.216  3.778
0.015 8.199   6.342  5.574
0.015 8.199   0.948  1.005
0.015 8.199   2.403  2.261
0.015 8.199   7.471  6.523
0.015 8.199   0.416  0.503
0.015 8.199   1.944  1.885
0.015 8.199   6.220  5.472
0.015 8.199   5.271  4.675
0.015 8.199   5.079  4.512
0.015 8.199   6.005  5.291
0.015 8.199   0.417  0.505
0.015 8.199   5.661  5.001
0.015 8.199   4.305  3.855
0.015 8.199   3.859  3.470
0.015 8.199   2.223  2.116
0.015 8.199   9.111  7.872
0.015 8.199   6.108  5.377
0.015 8.199   7.346  6.419
0.015 8.199   3.109  2.837
0.015 8.199   8.118  7.058
0.015 8.199   8.219  7.140
0.015 8.199   8.592  7.443
0.015 8.199   6.482  5.692
0.015 8.199   7.839  6.829
0.015 8.199   1.407  1.421
0.015 8.199   3.546  3.202
0.015 8.199   4.117  3.693
0.015 8.199   4.885  4.348
0.015 8.199   6.513  5.717
0.015 8.199   7.527  6.570
0.015 8.199   5.693  5.028
0.015 8.199   3.804  3.423
0.015 8.199   1.347  1.367
0.015 8.199   7.456  6.511
0.015 8.199   8.063  7.013
0.015 8.199   8.283  7.192
0.015 8.199   6.706  5.881
0.015 8.199   7.509  6.554
0.015 8.199   3.321  3.013
0.015 8.199  -0.211 -0.102
0.015 8.199   6.896  6.041
0.015 8.199   3.047  2.785
0.015 8.199   6.015  5.299
0.015 8.199   2.056  1.979
0.015 8.199   0.316  0.408
0.015 8.199   8.677  7.512
0.015 8.199   4.113  3.689
0.015 8.199   7.967  6.935
0.015 8.199   9.239  7.981
0.015 8.199   5.000  4.446
0.015 8.199   8.274  7.184
0.015 8.199   9.108  7.870
0.015 8.199  -0.687 -0.570
0.015 8.199   5.704  5.037
0.015 8.199   5.352  4.742
0.015 8.199   2.967  2.719
0.015 8.199   0.692  0.766
0.015 8.199   4.830  4.302
0.015 8.199   5.644  4.987
0.015 8.199   2.747  2.539
0.015 8.199   3.998  3.590
0.015 8.199   8.660  7.497
0.015 8.199   7.102  6.214
0.015 8.199   6.794  5.956
0.015 8.199   7.145  6.250
0.015 8.199   2.287  2.168
0.015 8.199   7.242  6.332
0.015 8.199   7.789  6.787
0.015 8.199   8.160  7.092
0.015 8.199  -0.433 -0.319
0.015 8.199   8.438  7.318
0.015 8.199   5.176  4.594
0.015 8.199   4.730  4.217
0.015 8.199   6.767  5.933
0.015 8.199   4.320  3.869
0.015 8.199   7.334  6.409
0.015 8.199   6.123  5.390
0.015 8.199   4.076  3.657
0.015 8.199   3.610  3.256
0.015 8.199   0.054  0.156
0.015 8.199   3.613  3.259
0.015 8.199   7.171  6.272
0.015 8.199   8.477  7.349
0.015 8.199   5.991  5.279
0.015 8.199   5.859  5.168
0.015 8.199   7.613  6.641
0.015 8.199   4.114  3.690
0.015 8.199   5.381  4.767
0.015 8.199   7.945  6.917
0.015 8.199  -0.482 -0.367
0.015 8.199   5.164  4.584
0.015 8.199   3.570  3.223
0.015 8.199   5.160  4.581
0.015 8.199   2.511  2.348
0.015 8.199   6.408  5.629
0.015 8.199   7.405  6.468
0.015 8.199   5.216  4.628
0.015 8.199   3.230  2.937
0.015 8.199   7.349  6.422
0.015 8.199   2.519  2.354
0.015 8.199   6.653  5.836
0.015 8.199  -1.274 -2.284
0.015 8.199  -0.355 -0.243
0.015 8.199   4.198  3.763
0.015 8.199   0.333  0.424
0.015 8.199   7.251  6.339
0.015 8.199   9.176  7.927
0.015 8.199   8.990  7.771
0.015 8.199   9.234  7.976
0.015 8.199   3.950  3.549
0.015 8.199   7.988  6.953
0.015 8.199   7.686  6.702
0.015 8.199   1.456  1.464
0.015 8.199   3.780  3.402
0.015 8.199   7.575  6.609
0.015 8.199   3.757  3.383
0.015 8.199   7.461  6.515
0.015 8.199   5.383  4.768
0.015 8.199   5.942  5.238
0.015 8.199   0.342  0.433
0.015 8.199   6.138  5.403
0.015 8.199   5.015  4.459
0.015 8.199   3.693  3.327
0.015 8.199   4.049  3.634
0.015 8.199   0.482  0.567
0.015 8.199   5.224  4.635
0.015 8.199   4.901  4.362
0.015 8.199   5.106  4.535
0.015 8.199   4.765  4.247
0.015 8.199   3.362  3.047
0.015 8.199   7.370  6.439
0.015 8.199   2.226  2.119
0.015 8.199   5.799  5.117
0.015 8.199   5.572  4.926
0.015 8.199   1.207  1.242
0.015 8.199   6.510  5.715
0.015 8.199   8.611  7.458
0.015 8.199   1.178  1.216
0.015 8.199   7.744  6.750
0.015 8.199   0.099  0.199
0.015 8.199   6.973  6.106
0.015 8.199   7.088  6.202
0.015 8.199   6.773  5.938
0.015 8.199   3.793  3.414
0.015 8.199  -1.395 -1.283
0.015 8.199   5.745  5.072
0.015 8.199   7.956  6.926
0.015 8.199   8.452  7.329
0.015 8.199   8.145  7.080
0.015 8.199   7.055  6.174
0.015 8.199   7.368  6.437
0.015 8.199   5.179  4.597
0.015 8.199   5.706  5.039
0.015 8.199   2.520  2.355
0.015 8.199   8.194  7.119
0.015 8.199   2.343  2.213
0.015 8.199  -0.566 -0.450
0.015 8.199   2.996  2.744
0.015 8.199   6.511  5.716
0.015 8.199   1.577  1.570
0.015 8.199   3.790  3.411
0.015 8.199   3.149  2.870
0.015 8.199   1.899  1.847
0.015 8.199   2.814  2.593
0.015 8.199   7.745  6.751
0.015 8.199   3.045  2.784
0.015 8.199   6.146  5.410
0.015 8.199   1.361  1.380
0.015 8.199   8.685  7.518
0.015 8.199   4.349  3.894
0.015 8.199   5.883  5.188
0.015 8.199   7.108  6.219
0.015 8.199   8.590  7.441
0.015 8.199   1.894  1.843
0.015 8.199   4.666  4.163
0.015 8.199   0.865  0.928
0.015 8.199   5.480  4.849
0.015 8.199   3.966  3.562
0.015 8.199   8.820  7.630
0.015 8.199   4.601  4.107
0.015 8.199   6.791  5.953
0.015 8.199   2.590  2.412
0.015 8.199   2.108  2.022
0.015 8.199   4.230  3.791
0.015 8.199   6.083  5.357
0.015 8.199   7.968  6.936
0.015 8.199   1.378  1.395
0.015 8.199   2.850  2.623
0.015 8.199   8.868  7.670
0.015 8.199   3.275  2.974
0.015 8.301   6.959  6.094
0.015 8.301   5.187  4.604
0.015 8.301   7.883  6.866
0.015 8.301   6.905  6.048
0.015 8.301   6.315  5.551
0.015 8.301   4.309  3.858
0.015 8.301   8.811  7.622
0.015 8.301   5.084  4.516
0.015 8.301   7.071  6.188
0.015 8.301   1.376  1.387
0.015 8.301   5.968  5.259
0.015 8.301   9.109  7.870
0.015 8.301   7.563  6.600
0.015 8.301   1.839  1.791
0.015 8.301   8.039  6.993
0.015 8.301   7.362  6.432
0.015 8.301   7.419  6.479
0.015 8.301   3.592  3.240
0.015 8.301   5.423  4.801
0.015 8.301   6.796  5.957
0.015 8.301   1.044  1.087
0.015 8.301   5.966  5.258
0.015 8.301   3.382  3.062
0.015 8.301   8.810  7.621
0.015 8.301   4.566  4.077
0.015 8.301   8.094  7.037
0.015 8.301   4.788  4.266
0.015 8.301   6.388  5.612
0.015 8.301   6.051  5.330
0.015 8.301   7.367  6.436
0.015 8.301   8.803  7.615
0.015 8.301   5.827  5.141
0.015 8.301   4.236  3.795
0.015 8.301   5.293  4.692
0.015 8.301   8.566  7.420
0.015 8.301   5.248  4.655
0.015 8.301   5.637  4.981
0.015 8.301   4.363  3.905
0.015 8.301   8.730  7.555
0.015 8.301   4.005  3.596
0.015 8.301   6.011  5.296
0.015 8.301   1.171  1.203
0.015 8.301   0.789  0.850
0.015 8.301   5.530  4.891
0.015 8.301   1.774  1.735
0.015 8.301   3.434  3.106
0.015 8.301   4.827  4.299
0.015 8.301   1.176  1.207
0.015 8.301   5.748  5.074
0.015 8.301   8.284  7.191
0.015 8.301   7.374  6.442
0.015 8.301   8.842  7.647
0.015 8.301   4.592  4.099
0.015 8.301   2.688  2.488
0.015 8.301   1.401  1.409
0.015 8.301   6.534  5.736
0.015 8.301   6.545  5.745
0.015 8.301   2.868  2.636
0.015 8.301   3.399  3.076
0.015 8.301   1.588  1.574
0.015 8.301   7.448  6.504
0.015 8.301   7.232  6.323
0.015 8.301   8.089  7.033
0.015 8.301  -0.326 -0.224
0.015 8.301  -1.419 -1.330
0.015 8.301  -1.013 -0.913
0.015 8.301   8.911  7.705
0.015 8.301   7.929  6.904
0.015 8.301   6.954  6.090
0.015 8.301  -0.710 -0.607
0.015 8.301   5.840  5.152
0.015 8.301   6.014  5.298
0.015 8.301   5.752  5.078
0.015 8.301   4.087  3.666
0.015 8.301   1.368  1.380
0.015 8.301   8.620  7.464
0.015 8.301   3.031  2.770
0.015 8.301   3.827  3.442
0.015 8.301   6.673  5.853
0.015 8.301   3.572  3.223
0.015 8.301   1.270  1.292
0.015 8.301   3.206  2.915
0.015 8.301   8.826  7.635
0.015 8.301   4.368  3.909
0.015 8.301   5.909  5.209
0.015 8.301   1.983  1.913
0.015 8.301   8.990  7.771
0.015 8.301   3.133  2.855
0.015 8.301   7.128  6.236
0.015 8.301   3.890  3.496
0.015 8.301   8.354  7.248
0.015 8.301   8.238  7.154
0.015 8.301   3.931  3.532
0.015 8.301   3.340  3.027
0.015 8.301   6.796  5.957
0.015 8.301   7.766  6.769
0.015 8.301   7.537  6.578
0.015 8.301   7.319  6.397
0.015 8.301   8.644  7.483
0.015 8.301   6.742  5.911
0.015 8.301   2.624  2.437
0.015 8.301   4.744  4.229
0.015 8.301   2.884  2.649
0.015 8.301   4.128  3.702
0.015 8.301   6.344  5.575
0.015 8.301   6.302  5.539
0.015 8.301   5.271  4.674
0.015 8.301   8.856  7.659
0.015 8.301   1.390  1.400
0.015 8.301   5.456  4.829
0.015 8.301   4.701  4.192
0.015 8.301   6.849  6.001
0.015 8.301   9.055  7.825
0.015 8.301   1.799  1.757
0.015 8.301   2.402  2.257
0.015 8.301   6.284  5.525
0.015 8.301   8.930  7.720
0.015 8.301   4.075  3.656
0.015 8.301   7.999  6.961
0.015 8.301   3.549  3.203
0.015 8.301   9.249  7.989
0.015 8.301   4.392  3.930
0.015 8.301   6.820  5.977
0.015 8.301   7.307  6.386
0.015 8.301   7.019  6.144
0.015 8.301   8.351  7.245
0.015 8.301   0.759  0.823
0.015 8.301   9.158  7.911
0.015 8.301   6.183  5.440
0.015 8.301   7.174  6.275
0.015 8.301   4.959  4.411
0.015 8.301   3.716  3.346
0.015 8.301  -0.098 -0.000
0.015 8.301   4.019  3.607
0.015 8.301   6.933  6.072
0.015 8.301   3.209  2.918
0.015 8.301   5.838  5.150
0.015 8.301   7.954  6.924
0.015 8.301   1.431  1.436
0.015 8.301   7.595  6.626
0.015 8.301   4.862  4.328
0.015 8.301   6.739  5.908
0.015 8.301   0.776  0.838
0.015 8.301   1.046  1.088
0.015 8.301   1.303  1.322
0.015 8.301   5.163  4.584
0.015 8.301   7.025  6.149
0.015 8.301   8.312  7.214
0.015 8.301   6.102  5.372
0.015 8.301   7.232  6.324
0.015 8.301   0.103  0.196
0.015 8.301   5.837  5.149
0.015 8.301   6.138  5.403
0.015 8.301   1.904  1.846
0.015 8.301   6.872  6.021
0.015 8.301   0.957  1.007
0.015 8.301   3.070  2.803
0.015 8.301   8.533  7.393
0.015 8.301  -0.965 -0.865
0.015 8.301   8.211  7.132
0.015 8.301   1.456  1.458
0.015 8.301  -0.107 -0.009
0.015 8.301   1.056  1.098
0.015 8.301   1.649  1.627
0.015 8.301   3.968  3.564
0.015 8.301   5.436  4.812
0.015 8.301   7.366  6.435
0.015 8.301   8.047  6.999
0.015 8.301   8.916  7.709
0.015 8.301   5.863  5.171
0.015 8.301   8.495  7.363
0.015 8.301   6.814  5.973
0.015 8.301   6.094  5.365
0.015 8.301   8.466  7.339
0.015 8.301   5.869  5.175
0.015 8.301   6.196  5.451
0.015 8.301   1.447  1.450
0.015 8.301   7.587  6.620
0.015 8.301   2.770  2.555
0.015 8.301  -0.276 -0.175
0.015 8.301   5.267  4.671
0.015 8.301   5.400  4.782
0.015 8.301   7.758  6.761
0.015 8.301   0.114  0.206
0.015 8.301   3.247  2.949
0.015 8.301   9.190  7.938
0.015 8.301   6.235  5.484
0.015 8.301   8.625  7.468
0.015 8.301   3.094  2.823
0.015 8.301   3.126  2.849
0.015 8.301   1.953  1.888
0.015 8.301   8.903  7.698
0.015 8.301   2.511  2.345
0.015 8.301   2.512  2.346
0.015 8.301   8.200  7.123
0.015 8.301   8.383  7.271
0.015 8.301   7.203  6.299
0.015 8.301   8.323  7.222
0.015 8.301   8.038  6.992
0.015 8.301   5.011  4.455
0.015 8.301   5.877  5.182
0.015 8.301   6.104  5.374
0.015 8.301  -0.427 -0.324
0.015 8.301   4.882  4.346
0.015 8.301   4.842  4.312
0.015 8.301   6.309  5.546
0.015 8.301   7.409  6.471
0.015 8.301  -0.806 -0.704
0.015 8.301   2.342  2.209
0.015 8.301   6.104  5.374
0.015 8.301   8.181  7.107
0.015 8.301   0.038  0.132
0.015 8.301   5.480  4.849
0.015 8.301   6.280  5.521
0.015 8.301   8.754  7.575
0.015 8.301   7.223  6.316
0.015 8.301   0.558  0.633
0.015 8.301   4.951  4.404
0.015 8.301  -0.064  0.033
0.015 8.301   3.092  2.821
0.015 8.301   4.300  3.850
0.015 8.301   6.443  5.659
0.015 8.301   2.255  2.138
0.015 8.301   3.731  3.360
0.015 8.301   4.073  3.654
0.015 8.301   8.103  7.044
0.015 8.301   4.052  3.636
0.015 8.301   0.953  1.003
0.015 8.301   0.853  0.910
0.015 8.301   3.638  3.279
0.015 8.301   8.299  7.203
0.015 8.301   7.832  6.823
0.015 8.301   6.423  5.642
0.015 8.301  -0.871 -0.769
0.015 8.301   6.850  6.002
0.015 8.301   3.197  2.908
0.015 8.301   8.512  7.376
0.015 8.301   8.750  7.571
0.015 8.301   5.471  4.841
0.015 8.301   1.893  1.837
0.015 8.301   4.307  3.857
0.015 8.301   5.259  4.664
0.015 8.301   9.035  7.808
0.015 8.301   4.634  4.135
0.015 8.301   0.847  0.905
0.015 8.301   7.185  6.283
0.015 8.301   1.783  1.742
0.015 8.301   5.075  4.509
0.015 8.301   1.250  1.274
0.015 8.301  -0.299 -0.198
0.015 8.301   3.467  3.134
0.015 8.301   8.041  6.994
0.015 8.301   1.692  1.665
0.015 8.301   7.866  6.851
0.015 8.301   4.568  4.079
0.015 8.301   7.708  6.720
0.015 8.301   8.814  7.624
0.015 8.301   2.484  2.323
0.015 8.301   3.131  2.853
0.015 8.301   7.336  6.411
0.015 8.301   4.856  4.324
0.015 8.301   5.975  5.265
0.015 8.301   8.875  7.675
0.015 8.301   7.741  6.748
0.015 8.301   3.279  2.976
0.015 8.301   0.809  0.869
0.015 8.301   0.423  0.504
0.015 8.301   6.887  6.033
0.015 8.301   7.869  6.854
0.015 8.301   3.208  2.917
0.015 8.301   6.833  5.988
0.015 8.301   2.247  2.132
0.015 8.301   8.896  7.693
0.015 8.301   2.065  1.982
0.015 8.301   7.426  6.485
0.015 8.301   6.219  5.470
0.015 8.301   5.646  4.989
0.015 8.301   2.080  1.994
0.015 8.301   6.211  5.464
0.015 8.301   0.145  0.236
0.015 8.301   5.979  5.269
0.015 8.301   9.172  7.923
0.015 8.301   6.328  5.562
0.015 8.301   7.521  6.565
0.015 8.301   2.979  2.727
0.015 8.301  -0.968 -0.867
0.015 8.301   6.512  5.716
0.015 8.301   5.791  5.110
0.015 8.301   0.205  0.294
0.015 8.301   7.047  6.168
0.015 8.301   4.440  3.971
0.015 8.301   4.470  3.996
0.015 8.301   6.390  5.614
0.015 8.301   5.031  4.471
0.015 8.301   8.471  7.343
0.015 8.301   7.835  6.826
0.015 8.301   5.813  5.129
0.015 8.301   8.597  7.446
0.015 8.301   5.270  4.674
0.015 8.301   7.731  6.739
0.015 8.301   8.400  7.285
0.015 8.301   6.462  5.674
0.015 8.301   1.832  1.785
0.015 8.301   4.444  3.974
0.015 8.301   3.980  3.574
0.015 8.301   7.833  6.824
0.015 8.301   1.198  1.227
0.015 8.301   8.635  7.476
0.015 8.301   7.062  6.180
0.015 8.301   4.481  4.006
0.015 8.301   1.111  1.148
0.015 8.301   4.581  4.090
0.015 8.301   6.904  6.048
0.015 8.301   2.944  2.699
0.015 8.301   1.998  1.926
0.015 8.301  -0.297 -0.196
0.015 8.301   3.502  3.163
0.015 8.301   0.850  0.907
0.015 8.301   4.322  3.870
0.015 8.301   5.071  4.506
0.015 8.301   3.416  3.090
0.015 8.301   8.777  7.593
0.015 8.301   3.621  3.265
0.015 8.301   5.014  4.457
0.015 8.301   3.763  3.387
0.015 8.301   2.484  2.324
0.015 8.301   9.133  7.890
0.015 8.301   8.272  7.182
0.015 8.301   6.241  5.489
0.015 8.301   1.280  1.301
0.015 8.301   1.478  1.477
0.015 8.301   4.384  3.923
0.015 8.301   1.339  1.354
0.015 8.301   7.757  6.761
0.015 8.301   7.437  6.495
0.015 8.301   3.180  2.894
0.015 8.301   4.918  4.376
0.015 8.301   3.166  2.882
0.015 8.301   1.559  1.549
0.015 8.301   5.797  5.115
0.015 8.301   4.460  3.988
0.015 8.301   0.255  0.342
0.015 8.301  -0.397 -0.295
0.015 8.301   8.028  6.984
0.015 8.301   8.911  7.705
0.015 8.301   6.235  5.483
0.015 8.301   7.835  6.825
0.015 8.301   7.645  6.667
0.015 8.301   7.963  6.932
0.015 8.301   7.073  6.190
0.015 8.301   1.833  1.786
0.015 8.301   0.404  0.485
0.015 8.301  -1.578 -1.481
0.015 8.301   3.209  2.917
0.015 8.301   1.359  1.372
0.015 8.301   5.355  4.745
0.015 8.301   5.654  4.994
0.015 8.301  -1.574 -1.487
0.015 8.301   5.894  5.196
0.015 8.301   9.172  7.923
0.015 8.301   4.873  4.338
0.015 8.301   1.661  1.638
0.015 8.301   4.138  3.711
0.015 8.301   5.917  5.217
0.015 8.301   1.522  1.516
0.015 8.301   2.089  2.002
0.015 8.301   8.336  7.233
0.015 8.301   5.834  5.146
0.015 8.301   5.292  4.692
0.015 8.301   2.870  2.638
0.015 8.301   9.168  7.920
0.015 8.301   8.333  7.231
0.015 8.301   8.260  7.171
0.015 8.301   7.121  6.230
